customer_id,email,first_name,middle_initial,last_name,phone,signup_date,last_purchase_date,last_login_date,customer_tier,region,acquisition_channel,gender,age_bracket,top_category,total_revenue,avg_order_value,total_orders,site_visits_30d,emails_opened_30d,cart_abandons,items_in_wishlist,customer_lifetime_days,recency_days,email_subscribed,sms_subscribed,premium_member,at_risk_churn
C2364,anthony.campbell2364@email.com,Anthony,E,Campbell,555-4264,2024-01-31,2024-01-29,2024-02-23,Bronze,Midwest,Referral,Other,35-44,Home,90.56,90.56,1,26,11,2,7,45,47,TRUE,FALSE,FALSE,FALSE
C2365,barbara.king2365@email.com,Barbara,D,King,555-9673,2023-03-05,2024-01-22,2024-03-13,Gold,West,Paid Search,Other,65+,Home,4498.12,204.46,22,31,16,0,21,377,54,TRUE,TRUE,TRUE,FALSE
C2366,linda.lewis2366@email.com,Linda,,Lewis,555-8412,2022-05-09,2024-01-24,2024-03-11,Bronze,Northeast,Social,F,55-64,Beauty,611.82,101.97,6,22,14,0,4,677,52,FALSE,TRUE,FALSE,FALSE
C2367,william.smith2367@email.com,William,T,Smith,555-5488,2021-05-18,2023-09-26,2024-01-16,Gold,Southeast,Email,Prefer not to say,55-64,Books,11601.48,246.84,47,34,15,3,4,1033,172,FALSE,FALSE,FALSE,TRUE
C2368,susan.hall2368@email.com,Susan,M,Hall,555-3351,2020-01-31,2024-03-05,2024-03-02,Silver,Southeast,Organic,Other,55-64,Beauty,3188.2,167.8,19,36,9,6,9,1506,11,FALSE,FALSE,FALSE,FALSE
C2369,jeffrey.martinez2369@email.com,Jeffrey,E,Martinez,555-1549,2022-09-24,2024-02-24,2024-02-26,Bronze,Southwest,Social,Prefer not to say,55-64,Books,505.26,84.21,6,19,23,1,12,539,21,FALSE,FALSE,FALSE,FALSE
C2370,donald.moore2370@email.com,Donald,,Moore,555-9848,2022-03-21,2023-10-02,2024-02-10,Platinum,Northeast,Referral,Prefer not to say,55-64,Beauty,18529.84,378.16,49,53,26,2,19,726,166,TRUE,FALSE,FALSE,TRUE
C2371,margaret.clark2371@email.com,Margaret,B,Clark,,2021-01-30,2024-02-20,2024-03-11,Platinum,Southwest,Organic,Other,35-44,Sports,23472.4,335.32,70,62,29,1,3,1141,25,TRUE,FALSE,TRUE,FALSE
C2372,carol.allen2372@email.com,Carol,K,Allen,555-5515,2020-09-05,2024-02-20,2024-03-06,Silver,Northeast,Social,Prefer not to say,35-44,Clothing,5680.2,189.34,30,16,14,1,2,1288,25,TRUE,FALSE,FALSE,FALSE
C2373,melissa.campbell2373@email.com,Melissa,C,Campbell,555-6755,2021-10-20,2024-02-11,2024-02-29,Bronze,Southeast,Organic,Other,65+,Books,1088.1,72.54,15,30,21,0,12,878,34,TRUE,TRUE,FALSE,FALSE
C2374,carol.clark2374@email.com,Carol,G,Clark,555-3057,2022-11-12,2024-02-01,2024-02-24,Gold,Midwest,,F,18-24,Beauty,5011.0,200.44,25,33,22,2,6,490,44,TRUE,FALSE,TRUE,FALSE
C2375,william.scott2375@email.com,William,T,Scott,,2023-10-01,2024-01-24,2024-02-27,Bronze,West,Social,Prefer not to say,45-54,Electronics,297.81,99.27,3,21,8,3,6,167,52,FALSE,FALSE,FALSE,FALSE
C2376,jacob.carter2376@email.com,Jacob,D,Carter,555-8485,2023-05-16,2024-01-12,2024-01-09,Bronze,Northeast,Social,M,45-54,Clothing,337.71,112.57,3,22,10,3,13,305,64,FALSE,FALSE,FALSE,TRUE
C2377,jessica.wilson2377@email.com,Jessica,H,Wilson,555-9171,2021-01-02,2024-02-22,2024-03-13,Silver,Midwest,Referral,F,18-24,Electronics,4520.0,180.8,25,33,16,0,13,1169,23,TRUE,FALSE,FALSE,FALSE
C2378,nancy.green2378@email.com,Nancy,A,Green,555-8834,2023-08-17,2023-10-26,2023-12-25,Gold,West,Direct,F,45-54,Electronics,2212.2,245.8,9,63,22,3,13,212,142,TRUE,TRUE,TRUE,TRUE
C2379,carol.white2379@email.com,Carol,S,White,555-9772,2023-09-21,2024-02-19,2024-03-08,Silver,Northeast,Organic,F,25-34,Electronics,993.8,198.76,5,34,13,5,14,177,26,FALSE,TRUE,FALSE,FALSE
C2380,donald.brown2380@email.com,Donald,A,Brown,555-1906,2020-11-24,2024-02-28,2024-03-11,Silver,Southeast,Organic,Other,65+,Books,2921.6,146.08,20,22,12,1,6,1208,17,FALSE,FALSE,FALSE,FALSE
C2381,linda.davis2381@email.com,Linda,F,Davis,555-5493,2020-11-23,2023-12-30,2024-02-07,Silver,Northeast,Organic,Prefer not to say,18-24,Beauty,5228.77,168.67,31,28,14,6,7,1209,77,TRUE,TRUE,FALSE,TRUE
C2382,michael.carter2382@email.com,Michael,K,Carter,555-9247,2021-01-16,2023-12-28,2024-01-19,Bronze,West,Paid Search,M,25-34,Clothing,1074.84,82.68,13,25,15,6,9,1155,79,FALSE,FALSE,FALSE,TRUE
C2383,deborah.carter2383@email.com,Deborah,N,Carter,555-8200,2020-02-20,2023-12-27,2024-01-31,Silver,Midwest,Social,F,55-64,Beauty,4474.8,186.45,24,25,24,4,15,1486,80,TRUE,FALSE,FALSE,TRUE
C2384,sharon.smith2384@email.com,Sharon,T,Smith,555-4343,2020-01-27,2023-10-18,2024-01-29,Gold,Southwest,Email,F,65+,Beauty,7698.88,240.59,32,24,12,2,19,1510,150,TRUE,FALSE,TRUE,TRUE
C2385,jacob.king2385@email.com,Jacob,,King,555-4184,2020-08-02,2024-02-24,2024-03-05,Silver,Southwest,Paid Search,Prefer not to say,25-34,Beauty,3883.2,161.8,24,24,23,0,9,1322,21,TRUE,FALSE,FALSE,FALSE
C2386,jessica.sanchez2386@email.com,Jessica,W,Sanchez,555-2649,2021-10-28,2023-12-11,2023-12-12,Platinum,Midwest,Email,Prefer not to say,25-34,Electronics,22531.95,326.55,69,31,23,1,7,870,96,TRUE,TRUE,TRUE,TRUE
C2387,robert.baker2387@email.com,Robert,R,Baker,555-4370,2023-11-23,2024-03-01,2024-02-25,Silver,Southwest,Paid Search,M,55-64,Home,802.5,160.5,5,44,20,6,9,114,15,TRUE,TRUE,FALSE,FALSE
C2388,nancy.scott2388@email.com,Nancy,R,Scott,555-5736,2021-04-13,2024-02-23,2024-02-23,Bronze,Northeast,Social,Other,65+,Beauty,462.0,92.4,5,43,24,5,8,1068,22,TRUE,FALSE,FALSE,FALSE
C2389,cynthia.martinez2389@email.com,Cynthia,E,Martinez,555-9079,2020-03-22,2024-02-09,2024-02-19,Silver,Northeast,Email,Other,35-44,Clothing,5467.08,188.52,29,38,18,5,5,1455,36,TRUE,FALSE,FALSE,FALSE
C2390,laura.campbell2390@email.com,Laura,H,Campbell,555-3887,2020-03-06,2024-03-15,2024-02-25,Bronze,Northeast,Paid Search,Other,45-54,Beauty,2096.0,104.8,20,23,10,0,7,1471,1,TRUE,FALSE,FALSE,FALSE
C2391,patricia.ramirez2391@email.com,Patricia,E,Ramirez,555-5235,2021-07-24,2024-02-01,2024-02-19,Silver,Southwest,Email,F,45-54,Books,5183.51,167.21,31,43,19,1,8,966,44,TRUE,FALSE,FALSE,FALSE
C2392,david.hernandez2392@email.com,David,A,Hernandez,,2022-01-02,2024-02-02,2024-03-01,Silver,Midwest,Paid Search,M,25-34,Beauty,5035.8,179.85,28,35,14,4,9,804,43,FALSE,FALSE,FALSE,FALSE
C2393,karen.hernandez2393@email.com,Karen,K,Hernandez,555-3121,2021-05-20,2024-01-24,2024-03-08,Gold,Midwest,Paid Search,F,35-44,Books,9754.2,216.76,45,27,37,2,15,1031,52,TRUE,FALSE,TRUE,FALSE
C2394,michelle.allen2394@email.com,Michelle,C,Allen,555-5666,2020-04-23,2024-02-09,2024-02-24,Gold,Southeast,Referral,Other,35-44,Electronics,7398.86,180.46,41,43,10,4,5,1423,36,TRUE,TRUE,FALSE,FALSE
C2395,christopher.gonzalez2395@email.com,Christopher,K,Gonzalez,555-6961,2024-01-31,2024-02-24,2024-02-18,Silver,West,Referral,Prefer not to say,65+,Books,396.02,198.01,2,36,15,2,13,45,21,FALSE,TRUE,FALSE,FALSE
C2396,daniel.wright2396@email.com,Daniel,L,Wright,555-6476,2020-05-16,2024-02-27,2024-02-19,Bronze,Southeast,Direct,M,18-24,Beauty,1530.9,85.05,18,28,15,3,6,1400,18,TRUE,TRUE,FALSE,FALSE
C2397,kevin.martinez2397@email.com,Kevin,J,Martinez,555-4514,2021-02-04,2024-02-15,2024-03-02,Silver,West,Organic,M,65+,Books,5630.46,170.62,33,18,15,6,2,1136,30,FALSE,FALSE,FALSE,FALSE
C2398,michael.thompson2398@email.com,Michael,R,Thompson,555-1335,2022-10-29,2023-12-28,2024-01-30,Bronze,West,Referral,Prefer not to say,65+,Beauty,705.36,117.56,6,31,17,0,11,504,79,TRUE,TRUE,FALSE,TRUE
C2399,joshua.clark2399@email.com,Joshua,A,Clark,555-1237,2023-06-15,2024-01-29,2024-03-03,Silver,Northeast,Social,M,25-34,Beauty,1453.2,145.32,10,36,16,2,13,275,47,TRUE,FALSE,FALSE,FALSE
C2400,anthony.anderson2400@email.com,Anthony,K,Anderson,555-4475,2020-03-26,2024-03-05,2024-03-03,Gold,Midwest,Direct,M,25-34,Sports,9747.08,198.92,49,33,12,4,13,1451,11,TRUE,TRUE,TRUE,FALSE
C2401,lisa.mitchell2401@email.com,Lisa,C,Mitchell,555-1480,2023-08-31,2024-02-11,2024-03-02,Silver,Northeast,Organic,F,25-34,Clothing,1186.72,148.34,8,38,12,3,5,198,34,TRUE,FALSE,FALSE,FALSE
C2402,linda.miller2402@email.com,Linda,T,Miller,,2022-01-05,2024-02-14,2024-02-25,Bronze,Midwest,Organic,Other,35-44,Beauty,1390.2,92.68,15,18,14,5,14,801,31,FALSE,TRUE,FALSE,FALSE
C2403,sarah.torres2403@email.com,Sarah,C,Torres,555-3808,2020-11-29,2024-03-15,2024-03-15,Silver,Midwest,Paid Search,Prefer not to say,25-34,Electronics,3382.26,161.06,21,22,8,1,12,1203,1,TRUE,FALSE,FALSE,FALSE
C2404,christopher.johnson2404@email.com,Christopher,F,Johnson,555-5563,2022-08-10,2024-01-29,2024-03-14,Platinum,West,Email,Other,35-44,Clothing,17077.84,328.42,52,48,15,2,21,584,47,TRUE,FALSE,TRUE,FALSE
C2405,jacob.nguyen2405@email.com,Jacob,N,Nguyen,555-5534,2023-09-16,2024-02-13,2024-03-12,Bronze,Southwest,Email,M,25-34,Electronics,198.86,99.43,2,35,18,4,5,182,32,FALSE,FALSE,FALSE,FALSE
C2406,sandra.hill2406@email.com,Sandra,G,Hill,555-4491,2020-12-22,2024-03-13,2024-03-08,Silver,West,Email,F,25-34,Sports,5856.84,177.48,33,30,19,2,9,1180,3,FALSE,FALSE,FALSE,FALSE
C2407,kevin.mitchell2407@email.com,Kevin,,Mitchell,555-7837,2023-02-21,2024-02-23,2024-02-25,Bronze,Midwest,Referral,Prefer not to say,55-64,Beauty,491.55,98.31,5,29,9,5,6,389,22,TRUE,FALSE,FALSE,FALSE
C2408,rebecca.smith2408@email.com,Rebecca,S,Smith,555-4358,2020-02-25,2024-02-09,2024-02-29,Bronze,Southeast,Organic,Other,35-44,Beauty,718.62,102.66,7,24,21,1,2,1481,36,TRUE,FALSE,FALSE,FALSE
C2409,stephanie.jackson2409@email.com,Stephanie,S,Jackson,555-9254,2020-10-19,2024-02-24,2024-03-08,Silver,Midwest,,F,35-44,Books,3922.5,156.9,25,35,19,2,14,1244,21,FALSE,FALSE,FALSE,FALSE
C2410,william.gonzalez2410@email.com,William,A,Gonzalez,555-8724,2023-08-03,2023-10-22,2023-12-20,Gold,Southeast,Direct,Other,65+,Home,2522.52,180.18,14,44,13,0,14,226,146,FALSE,TRUE,FALSE,TRUE
C2411,carol.brown2411@email.com,Carol,P,Brown,,2023-07-24,2024-02-23,2024-03-09,Bronze,Southwest,Direct,Prefer not to say,45-54,Beauty,107.74,107.74,1,39,23,3,12,236,22,FALSE,TRUE,FALSE,FALSE
C2412,cynthia.clark2412@email.com,Cynthia,E,Clark,555-9952,2021-11-16,2024-01-22,2024-03-10,Gold,Northeast,Direct,F,55-64,Books,8292.9,236.94,35,27,10,3,13,851,54,FALSE,FALSE,FALSE,FALSE
C2413,kenneth.garcia2413@email.com,Kenneth,W,Garcia,555-8774,2021-09-05,2024-02-20,2024-02-20,Bronze,Northeast,,M,55-64,Home,719.55,79.95,9,16,13,5,5,923,25,TRUE,FALSE,FALSE,FALSE
C2414,mary.nelson2414@email.com,Mary,,Nelson,555-4815,2023-10-20,2023-10-25,2024-01-18,Silver,Northeast,Referral,Prefer not to say,35-44,Home,1129.92,188.32,6,31,24,4,9,148,143,TRUE,TRUE,FALSE,TRUE
C2415,james.harris2415@email.com,James,J,Harris,555-8963,2020-02-16,2024-02-11,2024-03-04,Gold,Southeast,Paid Search,Other,18-24,Beauty,7328.31,222.07,33,39,23,4,4,1490,34,TRUE,FALSE,FALSE,FALSE
C2416,jason.martinez2416@email.com,Jason,B,Martinez,555-8570,2020-12-07,2024-02-06,2024-03-04,Silver,Midwest,Referral,Prefer not to say,45-54,Home,4699.5,187.98,25,18,24,3,4,1195,39,FALSE,TRUE,FALSE,FALSE
C2417,barbara.taylor2417@email.com,Barbara,K,Taylor,555-4291,2021-06-04,2024-01-17,2024-02-28,Bronze,West,Email,F,45-54,Clothing,827.3,82.73,10,26,17,2,12,1016,59,FALSE,TRUE,FALSE,FALSE
C2418,patricia.lee2418@email.com,Patricia,P,Lee,555-9803,2020-02-18,2024-03-07,2024-03-09,Gold,Midwest,Organic,Prefer not to say,25-34,Electronics,5991.15,181.55,33,24,19,2,9,1488,9,TRUE,FALSE,TRUE,FALSE
C2419,jason.white2419@email.com,Jason,P,White,555-8457,2021-12-15,2024-02-20,2024-03-02,Silver,Southwest,Organic,Prefer not to say,35-44,Home,4530.87,167.81,27,20,15,3,13,822,25,FALSE,FALSE,FALSE,FALSE
C2420,patricia.ramirez2420@email.com,Patricia,J,Ramirez,,2023-06-22,2024-02-23,2024-02-19,Bronze,Southeast,Referral,Prefer not to say,18-24,Clothing,78.33,78.33,1,18,10,2,12,268,22,FALSE,TRUE,FALSE,FALSE
C2421,daniel.taylor2421@email.com,Daniel,A,Taylor,555-5362,2022-06-06,2024-02-01,2024-02-17,Silver,Southeast,Organic,Prefer not to say,25-34,Sports,3932.46,187.26,21,27,13,5,8,649,44,TRUE,FALSE,FALSE,FALSE
C2422,joseph.martin2422@email.com,Joseph,F,Martin,,2020-05-16,2023-12-05,2024-01-03,Bronze,Southwest,Referral,Other,35-44,Electronics,407.55,81.51,5,39,17,3,8,1400,102,TRUE,FALSE,FALSE,TRUE
C2423,paul.davis2423@email.com,Paul,,Davis,,2020-10-16,2024-02-11,2024-03-09,Bronze,Northeast,Direct,M,35-44,Beauty,1380.34,106.18,13,27,20,2,7,1247,34,TRUE,TRUE,FALSE,FALSE
C2424,michael.gonzalez2424@email.com,Michael,,Gonzalez,555-8501,2021-01-25,2024-02-09,2024-03-15,Silver,Northeast,Direct,Prefer not to say,25-34,Beauty,3905.25,156.21,25,26,23,6,15,1146,36,TRUE,FALSE,FALSE,FALSE
C2425,laura.harris2425@email.com,Laura,,Harris,,2023-06-19,2024-01-25,2024-02-21,Silver,Southwest,,F,35-44,Electronics,1830.9,183.09,10,29,9,6,3,271,51,TRUE,FALSE,FALSE,FALSE
C2426,mark.gonzalez2426@email.com,Mark,C,Gonzalez,,2020-01-19,2024-02-18,2024-02-16,Silver,Southeast,Direct,M,35-44,Electronics,4114.32,195.92,21,32,8,0,14,1518,27,TRUE,FALSE,FALSE,FALSE
C2427,christopher.scott2427@email.com,Christopher,D,Scott,555-5285,2021-06-22,2024-01-19,2024-02-16,Silver,Southeast,Email,Prefer not to say,25-34,Beauty,2788.56,154.92,18,33,18,3,8,998,57,TRUE,FALSE,FALSE,FALSE
C2428,kevin.white2428@email.com,Kevin,,White,555-7581,2021-04-25,2024-02-15,2024-02-22,Bronze,Midwest,Referral,M,18-24,Beauty,1009.4,100.94,10,33,20,5,9,1056,30,TRUE,FALSE,FALSE,FALSE
C2429,ryan.white2429@email.com,Ryan,N,White,555-4576,2023-11-10,2024-02-03,2024-03-13,Silver,Southeast,Email,Prefer not to say,35-44,Electronics,813.6,162.72,5,15,11,0,7,127,42,TRUE,FALSE,FALSE,FALSE
C2430,joseph.martinez2430@email.com,Joseph,B,Martinez,555-4920,2021-10-21,2024-02-19,2024-02-18,Silver,Southwest,,M,25-34,Beauty,5675.01,171.97,33,29,15,5,10,877,26,TRUE,FALSE,FALSE,FALSE
C2431,gary.green2431@email.com,Gary,,Green,555-3748,2022-04-06,2024-02-29,2024-03-03,Platinum,Northeast,Referral,M,65+,Books,17981.53,366.97,49,74,27,1,17,710,16,TRUE,FALSE,TRUE,FALSE
C2432,linda.jones2432@email.com,Linda,,Jones,555-3321,2022-08-08,2024-02-27,2024-02-15,Bronze,Midwest,Paid Search,F,35-44,Home,566.58,94.43,6,32,12,5,9,586,18,FALSE,FALSE,FALSE,FALSE
C2433,jessica.lopez2433@email.com,Jessica,E,Lopez,555-8034,2020-10-11,2023-12-29,2023-12-10,Bronze,Southeast,Direct,Prefer not to say,45-54,Electronics,1275.48,70.86,18,21,24,5,11,1252,78,FALSE,TRUE,FALSE,TRUE
C2434,michael.green2434@email.com,Michael,G,Green,,2020-05-15,2024-02-16,2024-03-04,Silver,Midwest,Referral,Prefer not to say,65+,Books,4383.0,175.32,25,25,16,5,12,1401,29,FALSE,FALSE,FALSE,FALSE
C2435,daniel.white2435@email.com,Daniel,,White,555-7267,2022-07-24,2024-02-23,2024-02-23,Gold,Midwest,Paid Search,Prefer not to say,65+,Home,6743.52,187.32,36,36,22,2,3,601,22,FALSE,TRUE,TRUE,FALSE
C2436,ronald.williams2436@email.com,Ronald,A,Williams,555-9647,2020-05-24,2024-03-11,2024-02-24,Silver,Southwest,Organic,Prefer not to say,45-54,Books,5654.1,188.47,30,16,20,3,14,1392,5,FALSE,TRUE,FALSE,FALSE
C2437,mark.white2437@email.com,Mark,E,White,555-9076,2021-09-29,2024-01-17,2024-02-24,Silver,West,Email,M,65+,Home,4696.56,142.32,33,30,12,3,14,899,59,TRUE,FALSE,FALSE,FALSE
C2438,donald.mitchell2438@email.com,Donald,E,Mitchell,555-1265,2024-01-29,2024-02-01,2024-02-24,Silver,Southwest,Email,Prefer not to say,25-34,Beauty,193.03,193.03,1,45,19,1,13,47,44,FALSE,FALSE,FALSE,FALSE
C2439,betty.robinson2439@email.com,Betty,N,Robinson,555-3891,2023-06-26,2024-03-14,2024-02-18,Gold,Northeast,Referral,F,65+,Beauty,2517.06,193.62,13,43,16,5,8,264,2,FALSE,TRUE,FALSE,FALSE
C2440,james.williams2440@email.com,James,W,Williams,555-3778,2022-03-20,2023-10-01,2023-12-14,Bronze,Southwest,Social,Other,45-54,Home,1544.96,90.88,17,22,18,6,6,727,167,FALSE,TRUE,FALSE,TRUE
C2441,carol.lee2441@email.com,Carol,D,Lee,555-6175,2023-06-12,2023-12-21,2024-01-23,Gold,West,Social,F,65+,Beauty,3415.35,227.69,15,57,16,4,12,278,86,TRUE,FALSE,TRUE,TRUE
C2442,elizabeth.green2442@email.com,Elizabeth,S,Green,555-4711,2023-11-17,2024-03-13,2024-02-23,Silver,Northeast,,Prefer not to say,25-34,Electronics,850.65,170.13,5,18,17,1,12,120,3,FALSE,FALSE,FALSE,FALSE
C2443,matthew.baker2443@email.com,Matthew,W,Baker,,2022-09-06,2024-03-11,2024-03-03,Silver,Southeast,Email,Other,55-64,Beauty,2660.57,140.03,19,38,18,5,2,557,5,TRUE,TRUE,FALSE,FALSE
C2444,donald.nelson2444@email.com,Donald,P,Nelson,555-9323,2022-09-02,2024-01-27,2024-03-05,Bronze,Southwest,Direct,M,18-24,Sports,696.0,116.0,6,27,10,0,9,561,49,TRUE,FALSE,FALSE,FALSE
C2445,daniel.green2445@email.com,Daniel,K,Green,555-2164,2022-01-14,2024-02-11,2024-03-12,Platinum,Northeast,Referral,M,18-24,Beauty,17940.0,345.0,52,33,29,0,5,792,34,TRUE,FALSE,TRUE,FALSE
C2446,melissa.miller2446@email.com,Melissa,,Miller,,2022-09-23,2024-03-13,2024-02-16,Bronze,Midwest,Social,Prefer not to say,18-24,Clothing,416.44,104.11,4,43,9,5,15,540,3,TRUE,FALSE,FALSE,FALSE
C2447,ashley.rodriguez2447@email.com,Ashley,F,Rodriguez,555-9917,2020-06-03,2024-02-21,2024-02-25,Bronze,Southeast,Email,F,35-44,Sports,1688.04,93.78,18,40,18,3,6,1382,24,TRUE,FALSE,FALSE,FALSE
C2448,jessica.taylor2448@email.com,Jessica,W,Taylor,555-4394,2023-01-27,2024-03-04,2024-03-06,Silver,West,,F,25-34,Beauty,2031.92,184.72,11,34,12,6,11,414,12,FALSE,FALSE,FALSE,FALSE
C2449,betty.nguyen2449@email.com,Betty,C,Nguyen,555-6304,2021-07-24,2024-02-27,2024-03-01,Silver,Southwest,Social,Prefer not to say,35-44,Books,4825.92,146.24,33,34,17,6,13,966,18,FALSE,TRUE,FALSE,FALSE
C2450,edward.flores2450@email.com,Edward,W,Flores,555-9183,2021-10-02,2024-02-27,2024-02-29,Bronze,West,Email,Prefer not to say,45-54,Books,1452.08,103.72,14,33,21,0,3,896,18,TRUE,FALSE,FALSE,FALSE
C2451,kenneth.taylor2451@email.com,Kenneth,J,Taylor,555-6960,2023-11-27,2024-02-24,2024-02-17,Silver,Southeast,Paid Search,M,25-34,Clothing,501.78,167.26,3,18,12,3,6,110,21,FALSE,FALSE,FALSE,FALSE
C2452,jason.hill2452@email.com,Jason,G,Hill,555-1966,2021-10-28,2024-01-30,2024-02-25,Gold,Southeast,Referral,Prefer not to say,18-24,Electronics,9515.6,237.89,40,60,24,2,16,870,46,TRUE,FALSE,TRUE,FALSE
C2453,brian.taylor2453@email.com,Brian,B,Taylor,,2022-05-01,2024-03-12,2024-02-20,Platinum,West,Email,Other,18-24,Clothing,18394.35,282.99,65,36,19,0,10,685,4,TRUE,FALSE,FALSE,FALSE
C2454,cynthia.roberts2454@email.com,Cynthia,P,Roberts,555-1321,2024-02-08,2024-03-15,2024-03-07,Silver,Northeast,Email,F,45-54,Clothing,169.57,169.57,1,31,10,3,15,37,1,TRUE,FALSE,FALSE,FALSE
C2455,edward.walker2455@email.com,Edward,K,Walker,555-3757,2023-10-20,2024-01-22,2024-03-14,Bronze,West,Paid Search,M,18-24,Sports,208.08,104.04,2,17,16,0,13,148,54,FALSE,FALSE,FALSE,FALSE
C2456,jacob.brown2456@email.com,Jacob,J,Brown,555-8638,2021-11-23,2024-03-06,2024-03-11,Bronze,Southwest,Organic,Other,55-64,Home,1320.67,101.59,13,41,25,4,12,844,10,FALSE,FALSE,FALSE,FALSE
C2457,cynthia.scott2457@email.com,Cynthia,,Scott,555-4515,2021-02-19,2024-02-23,2024-03-07,Bronze,Southwest,Referral,F,18-24,Clothing,2032.0,101.6,20,22,19,4,10,1121,22,TRUE,FALSE,FALSE,FALSE
C2458,deborah.anderson2458@email.com,Deborah,D,Anderson,555-2623,2023-06-07,2024-01-18,2024-02-16,Bronze,Southeast,Organic,F,45-54,Books,600.39,85.77,7,27,20,1,10,283,58,FALSE,FALSE,FALSE,FALSE
C2459,patricia.walker2459@email.com,Patricia,B,Walker,555-6116,2021-01-04,2024-02-20,2024-02-23,Silver,Northeast,Social,Prefer not to say,35-44,Beauty,2819.6,148.4,19,36,16,6,8,1167,25,TRUE,FALSE,FALSE,FALSE
C2460,william.jones2460@email.com,William,C,Jones,555-3980,2023-01-03,2024-02-01,2024-03-05,Platinum,Midwest,Referral,M,18-24,Clothing,13969.2,349.23,40,64,23,2,15,438,44,TRUE,TRUE,TRUE,FALSE
C2461,joseph.nelson2461@email.com,Joseph,L,Nelson,555-3726,2020-07-26,2024-01-29,2024-02-25,Gold,West,Email,M,35-44,Beauty,5898.24,184.32,32,43,17,5,5,1329,47,TRUE,TRUE,FALSE,FALSE
C2462,ashley.gonzalez2462@email.com,Ashley,D,Gonzalez,555-6542,2023-02-05,2024-03-09,2024-02-20,Bronze,West,Social,F,65+,Home,833.2,104.15,8,28,8,3,7,405,7,TRUE,FALSE,FALSE,FALSE
C2463,steven.campbell2463@email.com,Steven,P,Campbell,555-3441,2023-03-30,2024-01-29,2024-02-23,Bronze,Southwest,Social,M,65+,Home,581.82,96.97,6,24,15,0,12,352,47,FALSE,FALSE,FALSE,FALSE
C2464,david.adams2464@email.com,David,K,Adams,555-7988,2022-02-28,2024-02-20,2024-03-04,Silver,Midwest,Paid Search,M,65+,Books,3998.88,166.62,24,42,9,4,6,747,25,FALSE,FALSE,FALSE,FALSE
C2465,charles.scott2465@email.com,Charles,,Scott,555-9449,2022-12-17,2024-03-14,2024-02-21,Gold,West,Paid Search,Prefer not to say,25-34,Electronics,6533.73,241.99,27,16,20,5,2,455,2,TRUE,TRUE,FALSE,FALSE
C2466,jennifer.smith2466@email.com,Jennifer,S,Smith,555-5985,2022-10-22,2024-02-17,2024-02-16,Bronze,Southeast,Referral,Prefer not to say,55-64,Home,629.58,89.94,7,45,16,1,15,511,28,FALSE,TRUE,FALSE,FALSE
C2467,lisa.thompson2467@email.com,Lisa,P,Thompson,555-3656,2022-08-11,2024-01-23,2024-02-20,Bronze,West,Organic,F,55-64,Books,1642.05,109.47,15,20,15,4,2,583,53,TRUE,FALSE,FALSE,FALSE
C2468,margaret.young2468@email.com,Margaret,,Young,555-5562,2020-05-28,2023-11-11,2024-02-12,Silver,West,Referral,Prefer not to say,18-24,Electronics,5592.09,180.39,31,22,21,1,14,1388,126,FALSE,FALSE,FALSE,TRUE
C2469,deborah.martin2469@email.com,Deborah,B,Martin,555-8110,2022-09-30,2024-01-17,2024-03-10,Platinum,West,Paid Search,F,55-64,Home,16633.32,378.03,44,29,29,3,21,533,59,TRUE,FALSE,TRUE,FALSE
C2470,margaret.lee2470@email.com,Margaret,L,Lee,555-1227,2023-02-01,2024-01-18,2024-02-22,Platinum,Southeast,Paid Search,Prefer not to say,35-44,Books,9682.86,293.42,33,87,48,2,19,409,58,TRUE,TRUE,TRUE,FALSE
C2471,charles.sanchez2471@email.com,Charles,,Sanchez,555-8358,2021-07-02,2024-02-11,2024-02-15,Bronze,West,Email,M,55-64,Home,1871.31,98.49,19,25,24,6,15,988,34,TRUE,FALSE,FALSE,FALSE
C2472,sandra.baker2472@email.com,Sandra,B,Baker,,2023-04-25,2024-01-20,2024-03-01,Bronze,Northeast,Organic,F,55-64,Home,600.11,85.73,7,44,10,4,5,326,56,TRUE,FALSE,FALSE,FALSE
C2473,david.wilson2473@email.com,David,R,Wilson,555-4554,2021-11-01,2024-01-24,2024-02-24,Bronze,Southwest,Paid Search,Prefer not to say,55-64,Beauty,891.18,99.02,9,25,18,2,4,866,52,TRUE,FALSE,FALSE,FALSE
C2474,lisa.nelson2474@email.com,Lisa,E,Nelson,555-2471,2021-08-01,2024-02-24,2024-03-15,Gold,Northeast,Social,Prefer not to say,55-64,Books,9256.5,205.7,45,51,30,2,12,958,21,TRUE,TRUE,TRUE,FALSE
C2475,thomas.garcia2475@email.com,Thomas,A,Garcia,555-6966,2022-01-27,2024-02-17,2024-03-15,Silver,Southeast,Organic,Other,65+,Books,3065.27,161.33,19,36,13,5,3,779,28,TRUE,FALSE,FALSE,FALSE
C2476,melissa.flores2476@email.com,Melissa,H,Flores,555-3260,2021-05-14,2024-03-15,2024-02-22,Silver,Northeast,Organic,F,45-54,Sports,3059.46,169.97,18,33,11,6,8,1037,1,FALSE,FALSE,FALSE,FALSE
